Status,Risk,BMI,Age,Race,Sex,N,Population,Percent
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic White,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic White,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic Asian,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic Asian,Female,1,16287,100
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,NonHispanic Asian,,1,16287,100
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,,Female,1,16287,100
Undiagnosed Diabetes,Not at risk,Overwweight,45-49,,,1,16287,100
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic White,Male,1,37981,100
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic White,,1,37981,100
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic Asian,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,NonHispanic Asian,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,,Male,1,37981,100
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,50-54,,,1,37981,100
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic White,Male,1,32402,70.6433
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic White,,1,32402,70.6433
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic Asian,Male,1,13465,29.3567
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,NonHispanic Asian,,1,13465,29.3567
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,,Male,2,45867,100
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,55-59,,,2,45867,100
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic White,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic White,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic Asian,Male,1,20837,100
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,NonHispanic Asian,,1,20837,100
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,,Male,1,20837,100
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,60-64,,,1,20837,100
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic White,Male,1,19559,20.532
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic White,,1,19559,20.532
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic Asian,Male,2,49918,52.4007
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic Asian,Female,1,25785,27.0672
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,NonHispanic Asian,,3,75703,79.468
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,,Male,3,69477,72.9328
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,,Female,1,25785,27.0672
Undiagnosed Diabetes,Not at risk,Overwweight,65-70,,,4,95262,100
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,Female,2,98268,100
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic White,,2,98268,100
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,NonHispanic Asian,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,,Male,0,,
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,,Female,2,98268,100
Undiagnosed Diabetes,Not at risk,Overwweight,Over 70,,,2,98268,100
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic White,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic White,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Male,1,21948,100
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,NonHispanic Asian,,1,21948,100
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,,Male,1,21948,100
Undiagnosed Diabetes,Not at risk,Healthy,60-64,,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,60-64,,,1,21948,100
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Other Hispanic,Female,1,8074,29.3677
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Other Hispanic,,1,8074,29.3677
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic White,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic White,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Male,1,19418,70.6323
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,NonHispanic Asian,,1,19418,70.6323
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,65-70,,Male,1,19418,70.6323
Undiagnosed Diabetes,Not at risk,Healthy,65-70,,Female,1,8074,29.3677
Undiagnosed Diabetes,Not at risk,Healthy,65-70,,,2,27492,100
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Mexican American,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Hispanic,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic White,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Black,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Male,1,17927,100
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,,1,17927,100
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,,Male,1,17927,100
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,,Female,0,,
Undiagnosed Diabetes,Not at risk,Healthy,Over 70,,,1,17927,100
Undiagnosed Prediabetes,At risk,Obese,Under 40,Mexican American,Male,33,1043754,14.8605
Undiagnosed Prediabetes,At risk,Obese,Under 40,Mexican American,Female,31,734709,10.4604
Undiagnosed Prediabetes,At risk,Obese,Under 40,Mexican American,,64,1778463,25.3209
Undiagnosed Prediabetes,At risk,Obese,Under 40,Other Hispanic,Male,14,385160,5.4837
Undiagnosed Prediabetes,At risk,Obese,Under 40,Other Hispanic,Female,17,488742,6.9585
Undiagnosed Prediabetes,At risk,Obese,Under 40,Other Hispanic,,31,873902,12.4422
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic White,Male,16,1328045,18.9081
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic White,Female,12,797797,11.3586
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic White,,28,2125842,30.2667
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Black,Male,42,973039,13.8537
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Black,Female,31,766675,10.9155
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Black,,73,1739714,24.7692
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Asian,Male,9,163590,2.3291
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Asian,Female,6,143541,2.0437
Undiagnosed Prediabetes,At risk,Obese,Under 40,NonHispanic Asian,,15,307131,4.3728
Undiagnosed Prediabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,Male,3,90615,1.2901
Undiagnosed Prediabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,Female,5,108032,1.5381
Undiagnosed Prediabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,,8,198647,2.8282
Undiagnosed Prediabetes,At risk,Obese,Under 40,,Male,117,3984202,56.7251
Undiagnosed Prediabetes,At risk,Obese,Under 40,,Female,102,3039496,43.2749
Undiagnosed Prediabetes,At risk,Obese,Under 40,,,219,7023698,100
Undiagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Male,6,200961,10.3195
Undiagnosed Prediabetes,At risk,Obese,40-44,Mexican American,Female,9,190048,9.7591
Undiagnosed Prediabetes,At risk,Obese,40-44,Mexican American,,15,391009,20.0785
Undiagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Male,7,269152,13.8211
Undiagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,Female,2,51276,2.633
Undiagnosed Prediabetes,At risk,Obese,40-44,Other Hispanic,,9,320428,16.4541
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,Male,2,150588,7.7328
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,Female,4,416008,21.3623
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic White,,6,566597,29.095
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,Male,10,233526,11.9917
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,Female,13,266163,13.6676
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Black,,23,499689,25.6593
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,Male,5,90399,4.642
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,Female,2,40681,2.089
Undiagnosed Prediabetes,At risk,Obese,40-44,NonHispanic Asian,,7,131080,6.731
Undiagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Male,2,38597,1.982
Undiagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Female,0,,
Undiagnosed Prediabetes,At risk,Obese,40-44,Other Race Including Multi Racial,,2,38597,1.982
Undiagnosed Prediabetes,At risk,Obese,40-44,,Male,32,983223,50.489
Undiagnosed Prediabetes,At risk,Obese,40-44,,Female,30,964176,49.511
Undiagnosed Prediabetes,At risk,Obese,40-44,,,62,1947399,100
Undiagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Male,8,271699,8.9088
Undiagnosed Prediabetes,At risk,Obese,45-49,Mexican American,Female,8,223779,7.3375
Undiagnosed Prediabetes,At risk,Obese,45-49,Mexican American,,16,495478,16.2464
Undiagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Male,3,103604,3.3971
Undiagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,Female,4,83464,2.7367
Undiagnosed Prediabetes,At risk,Obese,45-49,Other Hispanic,,7,187068,6.1338
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,Male,10,799210,26.2055
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,Female,8,802175,26.3027
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic White,,18,1601385,52.5082
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,Male,10,247992,8.1315
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,Female,15,330749,10.845
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Black,,25,578741,18.9765
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,Male,2,33760,1.107
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,Female,5,129548,4.2478
Undiagnosed Prediabetes,At risk,Obese,45-49,NonHispanic Asian,,7,163309,5.3548
Undiagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Male,1,23798,0.7803
Undiagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Female,0,,
Undiagnosed Prediabetes,At risk,Obese,45-49,Other Race Including Multi Racial,,1,23798,0.7803
Undiagnosed Prediabetes,At risk,Obese,45-49,,Male,34,1480064,48.5302
Undiagnosed Prediabetes,At risk,Obese,45-49,,Female,40,1569714,51.4698
Undiagnosed Prediabetes,At risk,Obese,45-49,,,74,3049779,100
Undiagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Male,7,181250,5.4471
Undiagnosed Prediabetes,At risk,Obese,50-54,Mexican American,Female,12,187071,5.6221
Undiagnosed Prediabetes,At risk,Obese,50-54,Mexican American,,19,368320,11.0692
Undiagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Male,5,114411,3.4384
Undiagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,Female,8,129931,3.9049
Undiagnosed Prediabetes,At risk,Obese,50-54,Other Hispanic,,13,244342,7.3433
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,Male,8,781387,23.4832
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,Female,11,819296,24.6224
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic White,,19,1600683,48.1056
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,Male,11,237467,7.1366
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,Female,16,411473,12.3661
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Black,,27,648940,19.5027
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,Male,5,64751,1.946
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,Female,3,69705,2.0949
Undiagnosed Prediabetes,At risk,Obese,50-54,NonHispanic Asian,,8,134457,4.0408
Undiagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Male,3,73426,2.2067
Undiagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Female,2,257269,7.7317
Undiagnosed Prediabetes,At risk,Obese,50-54,Other Race Including Multi Racial,,5,330694,9.9384
Undiagnosed Prediabetes,At risk,Obese,50-54,,Male,39,1452692,43.658
Undiagnosed Prediabetes,At risk,Obese,50-54,,Female,52,1874744,56.342
Undiagnosed Prediabetes,At risk,Obese,50-54,,,91,3327437,100
Undiagnosed Prediabetes,At risk,Obese,55-59,Mexican American,Male,7,186245,4.2824
Undiagnosed Prediabetes,At risk,Obese,55-59,Mexican American,Female,10,162163,3.7287
Undiagnosed Prediabetes,At risk,Obese,55-59,Mexican American,,17,348408,8.011
Undiagnosed Prediabetes,At risk,Obese,55-59,Other Hispanic,Male,5,107209,2.4651
Undiagnosed Prediabetes,At risk,Obese,55-59,Other Hispanic,Female,4,61596,1.4163
Undiagnosed Prediabetes,At risk,Obese,55-59,Other Hispanic,,9,168805,3.8814
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic White,Male,15,1485769,34.1626
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic White,Female,15,1398971,32.1669
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic White,,30,2884740,66.3295
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Black,Male,14,314767,7.2375
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Black,Female,15,363733,8.3634
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Black,,29,678500,15.6009
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Asian,Male,5,78497,1.8049
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Asian,Female,2,45090,1.0368
Undiagnosed Prediabetes,At risk,Obese,55-59,NonHispanic Asian,,7,123587,2.8417
Undiagnosed Prediabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Male,1,130693,3.0051
Undiagnosed Prediabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Female,1,14374,0.3305
Undiagnosed Prediabetes,At risk,Obese,55-59,Other Race Including Multi Racial,,2,145066,3.3355
Undiagnosed Prediabetes,At risk,Obese,55-59,,Male,47,2303179,52.9575
Undiagnosed Prediabetes,At risk,Obese,55-59,,Female,47,2045926,47.0425
Undiagnosed Prediabetes,At risk,Obese,55-59,,,94,4349105,100
Undiagnosed Prediabetes,At risk,Obese,60-64,Mexican American,Male,12,107553,3.9405
Undiagnosed Prediabetes,At risk,Obese,60-64,Mexican American,Female,17,162445,5.9517
Undiagnosed Prediabetes,At risk,Obese,60-64,Mexican American,,29,269997,9.8922
Undiagnosed Prediabetes,At risk,Obese,60-64,Other Hispanic,Male,13,105589,3.8686
Undiagnosed Prediabetes,At risk,Obese,60-64,Other Hispanic,Female,6,55493,2.0332
Undiagnosed Prediabetes,At risk,Obese,60-64,Other Hispanic,,19,161083,5.9018
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic White,Male,6,665877,24.3965
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic White,Female,12,1032395,37.825
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic White,,18,1698272,62.2214
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Black,Male,15,187074,6.854
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Black,Female,12,273288,10.0128
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Black,,27,460363,16.8668
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Asian,Male,2,37184,1.3623
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Asian,Female,1,25657,0.94
Undiagnosed Prediabetes,At risk,Obese,60-64,NonHispanic Asian,,3,62840,2.3024
Undiagnosed Prediabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Male,1,9396,0.3443
Undiagnosed Prediabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Female,2,67450,2.4712
